R,L,C,Time,Vin,VR,VL,VC,I
22000.0,1e-05,1.005e-06,0.10090746710502405,16.75,0.17477779798693405,-0.00025882639637586635,16.575481028409442,7.944445363042456e-06
22000.0,1e-05,1.005e-06,0.10146021711638768,16.75,0.16995104253745552,0.00025881845796149605,16.579790139004583,7.72504738806616e-06
22000.0,1e-05,1.005e-06,0.10201296712775132,16.75,0.16626597273677035,-0.000258824518681422,16.58399285178191,7.557544215307743e-06
22000.0,1e-05,1.005e-06,0.10256571713911496,16.75,0.16164938918388572,0.00025881692593188177,16.588091793890182,7.347699508358442e-06
22000.0,1e-05,1.005e-06,0.1031184671504786,16.75,0.15816929512332578,-0.000258822649531254,16.592089527526205,7.189513414696626e-06
22000.0,1e-05,1.005e-06,0.10367121716184223,16.75,0.15375263290766839,0.00025881538558181205,16.59598855170675,6.988756041257654e-06
22000.0,1e-05,1.005e-06,0.10422396717320587,16.75,0.15046751712813844,-0.00025882078851324763,16.599791303660375,6.8394325967335655e-06
22000.0,1e-05,1.005e-06,0.1047767171845695,16.75,0.14624102564142305,0.0002588138373305071,16.603500160521246,6.647319347337411e-06
22000.0,1e-05,1.005e-06,0.10532946719593314,16.75,0.14314137829046913,-0.00025881893522594623,16.607117440644757,6.506426285930415e-06
22000.0,1e-05,1.005e-06,0.10588221720729678,16.75,0.13909578249138121,0.0002588122815581073,16.61064540522706,6.3225355677900556e-06
22000.0,1e-05,1.005e-06,0.10643496721866041,16.75,0.1361725575410908,-0.00025881708929631486,16.614086259548206,6.189661706413218e-06
22000.0,1e-05,1.005e-06,0.10698771723002405,16.75,0.1322990347604005,0.0002588107186340949,16.617442154520965,6.013592489109114e-06
22000.0,1e-05,1.005e-06,0.10754046724138769,16.75,0.12954362738529213,-0.00025881525036552944,16.620715187865073,5.88834669933146e-06
22000.0,1e-05,1.005e-06,0.10809321725275133,16.75,0.1258337852623015,0.00025880914890663576,16.623907405588792,5.719717511922795e-06
22000.0,1e-05,1.005e-06,0.10864596726411496,16.75,0.12323801032051307,-0.00025881341809608216,16.627020803097583,5.601727741841503e-06
