R,C,V_in,V_out
2363.6363636363635,2.1999999999999997e-06,5.0,0.0
2363.6363636363635,2.3e-06,5.0,0.0
2363.6363636363635,2.4e-06,5.0,0.0
2363.6363636363635,2.4999999999999998e-06,5.0,0.0
2363.6363636363635,2.5999999999999997e-06,5.0,0.0
2363.6363636363635,2.6999999999999996e-06,5.0,0.0
2363.6363636363635,2.8e-06,5.0,0.0
2363.6363636363635,2.8999999999999998e-06,5.0,0.0
2363.6363636363635,2.9999999999999997e-06,5.0,0.0
2363.6363636363635,3.1e-06,5.0,0.0
2363.6363636363635,3.2e-06,5.0,0.0
2363.6363636363635,3.2999999999999997e-06,5.0,0.0
2363.6363636363635,3.3999999999999996e-06,5.0,0.0
2363.6363636363635,3.4999999999999995e-06,5.0,0.0
2363.6363636363635,3.6e-06,5.0,0.0
2363.6363636363635,3.6999999999999997e-06,5.0,0.0
2363.6363636363635,3.7999999999999996e-06,5.0,0.0
2363.6363636363635,3.9e-06,5.0,0.0
2363.6363636363635,4e-06,5.0,0.0
2363.6363636363635,4.1e-06,5.0,0.0
2363.6363636363635,4.2e-06,5.0,0.0
2363.6363636363635,4.2999999999999995e-06,5.0,0.0
2363.6363636363635,4.399999999999999e-06,5.0,0.0
2363.6363636363635,4.5e-06,5.0,0.0
2363.6363636363635,4.6e-06,5.0,0.0
2363.6363636363635,4.7e-06,5.0,0.0
2363.6363636363635,4.8e-06,5.0,0.0
2363.6363636363635,4.9e-06,5.0,0.0
2363.6363636363635,4.9999999999999996e-06,5.0,0.0
2363.6363636363635,5.0999999999999995e-06,5.0,0.0
2363.6363636363635,5.199999999999999e-06,5.0,0.0
2363.6363636363635,5.299999999999999e-06,5.0,0.0
2363.6363636363635,5.4e-06,5.0,0.0
2363.6363636363635,5.5e-06,5.0,0.0
2363.6363636363635,5.6e-06,5.0,0.0
2363.6363636363635,5.7e-06,5.0,0.0
2363.6363636363635,5.7999999999999995e-06,5.0,0.0
2363.6363636363635,5.899999999999999e-06,5.0,0.0
2363.6363636363635,5.999999999999999e-06,5.0,0.0
2363.6363636363635,6.1e-06,5.0,0.0
2363.6363636363635,6.2e-06,5.0,0.0
2363.6363636363635,6.3e-06,5.0,0.0
2363.6363636363635,6.4e-06,5.0,0.0
2363.6363636363635,6.5e-06,5.0,0.0
2363.6363636363635,6.5999999999999995e-06,5.0,0.0
2363.6363636363635,6.699999999999999e-06,5.0,0.0
2363.6363636363635,6.799999999999999e-06,5.0,0.0
2363.6363636363635,6.899999999999999e-06,5.0,0.0
2363.6363636363635,7e-06,5.0,0.0
2363.6363636363635,7.1e-06,5.0,0.0
2363.6363636363635,7.2e-06,5.0,0.0
2363.6363636363635,7.2999999999999996e-06,5.0,0.0
2363.6363636363635,7.3999999999999995e-06,5.0,0.0
2363.6363636363635,7.499999999999999e-06,5.0,0.0
2363.6363636363635,7.599999999999999e-06,5.0,0.0
2363.6363636363635,7.7e-06,5.0,0.0
2363.6363636363635,7.8e-06,5.0,0.0
2363.6363636363635,7.9e-06,5.0,0.0
2363.6363636363635,8e-06,5.0,0.0
2363.6363636363635,8.1e-06,5.0,0.0
2363.6363636363635,8.200000000000001e-06,5.0,0.0
2363.6363636363635,8.3e-06,5.0,0.0
2363.6363636363635,8.400000000000001e-06,5.0,0.0
2363.6363636363635,8.5e-06,5.0,0.0
2363.6363636363635,8.6e-06,5.0,0.0
2363.6363636363635,8.7e-06,5.0,0.0
2363.6363636363635,8.8e-06,5.0,0.0
2363.6363636363635,8.900000000000001e-06,5.0,0.0
2363.6363636363635,9e-06,5.0,0.0
2363.6363636363635,9.100000000000001e-06,5.0,0.0
2363.6363636363635,9.2e-06,5.0,0.0
2363.6363636363635,9.3e-06,5.0,0.0
2363.6363636363635,9.4e-06,5.0,0.0
2363.6363636363635,9.5e-06,5.0,0.0
2363.6363636363635,9.6e-06,5.0,0.0
2363.6363636363635,9.7e-06,5.0,0.0
2363.6363636363635,9.800000000000001e-06,5.0,0.0
2363.6363636363635,9.9e-06,5.0,0.0
2363.6363636363635,1e-05,5.0,0.0
2454.5454545454545,1e-07,5.0,0.0
2454.5454545454545,2e-07,5.0,0.0
2454.5454545454545,3e-07,5.0,0.0
2454.5454545454545,4e-07,5.0,0.0
2454.5454545454545,5e-07,5.0,0.0
2454.5454545454545,6e-07,5.0,0.0
2454.5454545454545,7e-07,5.0,0.0
2454.5454545454545,8e-07,5.0,0.0
2454.5454545454545,9e-07,5.0,0.0
2454.5454545454545,1e-06,5.0,0.0
2454.5454545454545,1.1e-06,5.0,0.0
2454.5454545454545,1.2e-06,5.0,0.0
2454.5454545454545,1.2999999999999998e-06,5.0,0.0
2454.5454545454545,1.3999999999999997e-06,5.0,0.0
2454.5454545454545,1.5e-06,5.0,0.0
2454.5454545454545,1.6e-06,5.0,0.0
2454.5454545454545,1.6999999999999998e-06,5.0,0.0
2454.5454545454545,1.7999999999999997e-06,5.0,0.0
2454.5454545454545,1.9e-06,5.0,0.0
2454.5454545454545,2e-06,5.0,0.0
2454.5454545454545,2.1e-06,5.0,0.0
2454.5454545454545,2.1999999999999997e-06,5.0,0.0
2454.5454545454545,2.3e-06,5.0,0.0
2454.5454545454545,2.4e-06,5.0,0.0
2454.5454545454545,2.4999999999999998e-06,5.0,0.0
2454.5454545454545,2.5999999999999997e-06,5.0,0.0
2454.5454545454545,2.6999999999999996e-06,5.0,0.0
2454.5454545454545,2.8e-06,5.0,0.0
2454.5454545454545,2.8999999999999998e-06,5.0,0.0
2454.5454545454545,2.9999999999999997e-06,5.0,0.0
2454.5454545454545,3.1e-06,5.0,0.0
2454.5454545454545,3.2e-06,5.0,0.0
2454.5454545454545,3.2999999999999997e-06,5.0,0.0
2454.5454545454545,3.3999999999999996e-06,5.0,0.0
2454.5454545454545,3.4999999999999995e-06,5.0,0.0
2454.5454545454545,3.6e-06,5.0,0.0
2454.5454545454545,3.6999999999999997e-06,5.0,0.0
2454.5454545454545,3.7999999999999996e-06,5.0,0.0
2454.5454545454545,3.9e-06,5.0,0.0
2454.5454545454545,4e-06,5.0,0.0
2454.5454545454545,4.1e-06,5.0,0.0
2454.5454545454545,4.2e-06,5.0,0.0
2454.5454545454545,4.2999999999999995e-06,5.0,0.0
2454.5454545454545,4.399999999999999e-06,5.0,0.0
2454.5454545454545,4.5e-06,5.0,0.0
2454.5454545454545,4.6e-06,5.0,0.0
2454.5454545454545,4.7e-06,5.0,0.0
2454.5454545454545,4.8e-06,5.0,0.0
2454.5454545454545,4.9e-06,5.0,0.0
2454.5454545454545,4.9999999999999996e-06,5.0,0.0
2454.5454545454545,5.0999999999999995e-06,5.0,0.0
2454.5454545454545,5.199999999999999e-06,5.0,0.0
2454.5454545454545,5.299999999999999e-06,5.0,0.0
2454.5454545454545,5.4e-06,5.0,0.0
2454.5454545454545,5.5e-06,5.0,0.0
2454.5454545454545,5.6e-06,5.0,0.0
2454.5454545454545,5.7e-06,5.0,0.0
2454.5454545454545,5.7999999999999995e-06,5.0,0.0
2454.5454545454545,5.899999999999999e-06,5.0,0.0
2454.5454545454545,5.999999999999999e-06,5.0,0.0
2454.5454545454545,6.1e-06,5.0,0.0
2454.5454545454545,6.2e-06,5.0,0.0
2454.5454545454545,6.3e-06,5.0,0.0
2454.5454545454545,6.4e-06,5.0,0.0
2454.5454545454545,6.5e-06,5.0,0.0
2454.5454545454545,6.5999999999999995e-06,5.0,0.0
2454.5454545454545,6.699999999999999e-06,5.0,0.0
2454.5454545454545,6.799999999999999e-06,5.0,0.0
2454.5454545454545,6.899999999999999e-06,5.0,0.0
2454.5454545454545,7e-06,5.0,0.0
2454.5454545454545,7.1e-06,5.0,0.0
2454.5454545454545,7.2e-06,5.0,0.0
2454.5454545454545,7.2999999999999996e-06,5.0,0.0
2454.5454545454545,7.3999999999999995e-06,5.0,0.0
2454.5454545454545,7.499999999999999e-06,5.0,0.0
2454.5454545454545,7.599999999999999e-06,5.0,0.0
2454.5454545454545,7.7e-06,5.0,0.0
2454.5454545454545,7.8e-06,5.0,0.0
2454.5454545454545,7.9e-06,5.0,0.0
2454.5454545454545,8e-06,5.0,0.0
2454.5454545454545,8.1e-06,5.0,0.0
2454.5454545454545,8.200000000000001e-06,5.0,0.0
2454.5454545454545,8.3e-06,5.0,0.0
2454.5454545454545,8.400000000000001e-06,5.0,0.0
2454.5454545454545,8.5e-06,5.0,0.0
2454.5454545454545,8.6e-06,5.0,0.0
2454.5454545454545,8.7e-06,5.0,0.0
2454.5454545454545,8.8e-06,5.0,0.0
2454.5454545454545,8.900000000000001e-06,5.0,0.0
2454.5454545454545,9e-06,5.0,0.0
2454.5454545454545,9.100000000000001e-06,5.0,0.0
2454.5454545454545,9.2e-06,5.0,0.0
2454.5454545454545,9.3e-06,5.0,0.0
2454.5454545454545,9.4e-06,5.0,0.0
2454.5454545454545,9.5e-06,5.0,0.0
2454.5454545454545,9.6e-06,5.0,0.0
2454.5454545454545,9.7e-06,5.0,0.0
2454.5454545454545,9.800000000000001e-06,5.0,0.0
2454.5454545454545,9.9e-06,5.0,0.0
2454.5454545454545,1e-05,5.0,0.0
2545.4545454545455,1e-07,5.0,0.0
2545.4545454545455,2e-07,5.0,0.0
2545.4545454545455,3e-07,5.0,0.0
2545.4545454545455,4e-07,5.0,0.0
2545.4545454545455,5e-07,5.0,0.0
2545.4545454545455,6e-07,5.0,0.0
2545.4545454545455,7e-07,5.0,0.0
2545.4545454545455,8e-07,5.0,0.0
2545.4545454545455,9e-07,5.0,0.0
2545.4545454545455,1e-06,5.0,0.0
2545.4545454545455,1.1e-06,5.0,0.0
2545.4545454545455,1.2e-06,5.0,0.0
2545.4545454545455,1.2999999999999998e-06,5.0,0.0
2545.4545454545455,1.3999999999999997e-06,5.0,0.0
2545.4545454545455,1.5e-06,5.0,0.0
2545.4545454545455,1.6e-06,5.0,0.0
2545.4545454545455,1.6999999999999998e-06,5.0,0.0
2545.4545454545455,1.7999999999999997e-06,5.0,0.0
2545.4545454545455,1.9e-06,5.0,0.0
2545.4545454545455,2e-06,5.0,0.0
2545.4545454545455,2.1e-06,5.0,0.0
2545.4545454545455,2.1999999999999997e-06,5.0,0.0
2545.4545454545455,2.3e-06,5.0,0.0
2545.4545454545455,2.4e-06,5.0,0.0
2545.4545454545455,2.4999999999999998e-06,5.0,0.0
2545.4545454545455,2.5999999999999997e-06,5.0,0.0
2545.4545454545455,2.6999999999999996e-06,5.0,0.0
2545.4545454545455,2.8e-06,5.0,0.0
2545.4545454545455,2.8999999999999998e-06,5.0,0.0
2545.4545454545455,2.9999999999999997e-06,5.0,0.0
2545.4545454545455,3.1e-06,5.0,0.0
2545.4545454545455,3.2e-06,5.0,0.0
2545.4545454545455,3.2999999999999997e-06,5.0,0.0
2545.4545454545455,3.3999999999999996e-06,5.0,0.0
2545.4545454545455,3.4999999999999995e-06,5.0,0.0
2545.4545454545455,3.6e-06,5.0,0.0
2545.4545454545455,3.6999999999999997e-06,5.0,0.0
2545.4545454545455,3.7999999999999996e-06,5.0,0.0
2545.4545454545455,3.9e-06,5.0,0.0
2545.4545454545455,4e-06,5.0,0.0
2545.4545454545455,4.1e-06,5.0,0.0
2545.4545454545455,4.2e-06,5.0,0.0
2545.4545454545455,4.2999999999999995e-06,5.0,0.0
2545.4545454545455,4.399999999999999e-06,5.0,0.0
2545.4545454545455,4.5e-06,5.0,0.0
2545.4545454545455,4.6e-06,5.0,0.0
2545.4545454545455,4.7e-06,5.0,0.0
2545.4545454545455,4.8e-06,5.0,0.0
2545.4545454545455,4.9e-06,5.0,0.0
2545.4545454545455,4.9999999999999996e-06,5.0,0.0
2545.4545454545455,5.0999999999999995e-06,5.0,0.0
2545.4545454545455,5.199999999999999e-06,5.0,0.0
2545.4545454545455,5.299999999999999e-06,5.0,0.0
2545.4545454545455,5.4e-06,5.0,0.0
2545.4545454545455,5.5e-06,5.0,0.0
2545.4545454545455,5.6e-06,5.0,0.0
2545.4545454545455,5.7e-06,5.0,0.0
2545.4545454545455,5.7999999999999995e-06,5.0,0.0
2545.4545454545455,5.899999999999999e-06,5.0,0.0
2545.4545454545455,5.999999999999999e-06,5.0,0.0
2545.4545454545455,6.1e-06,5.0,0.0
2545.4545454545455,6.2e-06,5.0,0.0
2545.4545454545455,6.3e-06,5.0,0.0
2545.4545454545455,6.4e-06,5.0,0.0
2545.4545454545455,6.5e-06,5.0,0.0
2545.4545454545455,6.5999999999999995e-06,5.0,0.0
2545.4545454545455,6.699999999999999e-06,5.0,0.0
2545.4545454545455,6.799999999999999e-06,5.0,0.0
2545.4545454545455,6.899999999999999e-06,5.0,0.0
2545.4545454545455,7e-06,5.0,0.0
2545.4545454545455,7.1e-06,5.0,0.0
2545.4545454545455,7.2e-06,5.0,0.0
2545.4545454545455,7.2999999999999996e-06,5.0,0.0
2545.4545454545455,7.3999999999999995e-06,5.0,0.0
2545.4545454545455,7.499999999999999e-06,5.0,0.0
2545.4545454545455,7.599999999999999e-06,5.0,0.0
2545.4545454545455,7.7e-06,5.0,0.0
2545.4545454545455,7.8e-06,5.0,0.0
2545.4545454545455,7.9e-06,5.0,0.0
2545.4545454545455,8e-06,5.0,0.0
2545.4545454545455,8.1e-06,5.0,0.0
2545.4545454545455,8.200000000000001e-06,5.0,0.0
2545.4545454545455,8.3e-06,5.0,0.0
2545.4545454545455,8.400000000000001e-06,5.0,0.0
2545.4545454545455,8.5e-06,5.0,0.0
2545.4545454545455,8.6e-06,5.0,0.0
2545.4545454545455,8.7e-06,5.0,0.0
2545.4545454545455,8.8e-06,5.0,0.0
2545.4545454545455,8.900000000000001e-06,5.0,0.0
2545.4545454545455,9e-06,5.0,0.0
2545.4545454545455,9.100000000000001e-06,5.0,0.0
2545.4545454545455,9.2e-06,5.0,0.0
2545.4545454545455,9.3e-06,5.0,0.0
2545.4545454545455,9.4e-06,5.0,0.0
2545.4545454545455,9.5e-06,5.0,0.0
2545.4545454545455,9.6e-06,5.0,0.0
2545.4545454545455,9.7e-06,5.0,0.0
2545.4545454545455,9.800000000000001e-06,5.0,0.0
2545.4545454545455,9.9e-06,5.0,0.0
2545.4545454545455,1e-05,5.0,0.0
2636.363636363636,1e-07,5.0,0.0
2636.363636363636,2e-07,5.0,0.0
2636.363636363636,3e-07,5.0,0.0
2636.363636363636,4e-07,5.0,0.0
2636.363636363636,5e-07,5.0,0.0
2636.363636363636,6e-07,5.0,0.0
2636.363636363636,7e-07,5.0,0.0
2636.363636363636,8e-07,5.0,0.0
2636.363636363636,9e-07,5.0,0.0
2636.363636363636,1e-06,5.0,0.0
2636.363636363636,1.1e-06,5.0,0.0
2636.363636363636,1.2e-06,5.0,0.0
2636.363636363636,1.2999999999999998e-06,5.0,0.0
2636.363636363636,1.3999999999999997e-06,5.0,0.0
2636.363636363636,1.5e-06,5.0,0.0
2636.363636363636,1.6e-06,5.0,0.0
2636.363636363636,1.6999999999999998e-06,5.0,0.0
2636.363636363636,1.7999999999999997e-06,5.0,0.0
2636.363636363636,1.9e-06,5.0,0.0
2636.363636363636,2e-06,5.0,0.0
2636.363636363636,2.1e-06,5.0,0.0
2636.363636363636,2.1999999999999997e-06,5.0,0.0
2636.363636363636,2.3e-06,5.0,0.0
2636.363636363636,2.4e-06,5.0,0.0
2636.363636363636,2.4999999999999998e-06,5.0,0.0
2636.363636363636,2.5999999999999997e-06,5.0,0.0
2636.363636363636,2.6999999999999996e-06,5.0,0.0
2636.363636363636,2.8e-06,5.0,0.0
2636.363636363636,2.8999999999999998e-06,5.0,0.0
2636.363636363636,2.9999999999999997e-06,5.0,0.0
2636.363636363636,3.1e-06,5.0,0.0
2636.363636363636,3.2e-06,5.0,0.0
2636.363636363636,3.2999999999999997e-06,5.0,0.0
2636.363636363636,3.3999999999999996e-06,5.0,0.0
2636.363636363636,3.4999999999999995e-06,5.0,0.0
2636.363636363636,3.6e-06,5.0,0.0
2636.363636363636,3.6999999999999997e-06,5.0,0.0
2636.363636363636,3.7999999999999996e-06,5.0,0.0
2636.363636363636,3.9e-06,5.0,0.0
2636.363636363636,4e-06,5.0,0.0
2636.363636363636,4.1e-06,5.0,0.0
2636.363636363636,4.2e-06,5.0,0.0
2636.363636363636,4.2999999999999995e-06,5.0,0.0
2636.363636363636,4.399999999999999e-06,5.0,0.0
2636.363636363636,4.5e-06,5.0,0.0
2636.363636363636,4.6e-06,5.0,0.0
2636.363636363636,4.7e-06,5.0,0.0
2636.363636363636,4.8e-06,5.0,0.0
2636.363636363636,4.9e-06,5.0,0.0
2636.363636363636,4.9999999999999996e-06,5.0,0.0
2636.363636363636,5.0999999999999995e-06,5.0,0.0
2636.363636363636,5.199999999999999e-06,5.0,0.0
2636.363636363636,5.299999999999999e-06,5.0,0.0
2636.363636363636,5.4e-06,5.0,0.0
2636.363636363636,5.5e-06,5.0,0.0
2636.363636363636,5.6e-06,5.0,0.0
2636.363636363636,5.7e-06,5.0,0.0
2636.363636363636,5.7999999999999995e-06,5.0,0.0
2636.363636363636,5.899999999999999e-06,5.0,0.0
2636.363636363636,5.999999999999999e-06,5.0,0.0
2636.363636363636,6.1e-06,5.0,0.0
2636.363636363636,6.2e-06,5.0,0.0
2636.363636363636,6.3e-06,5.0,0.0
2636.363636363636,6.4e-06,5.0,0.0
2636.363636363636,6.5e-06,5.0,0.0
2636.363636363636,6.5999999999999995e-06,5.0,0.0
2636.363636363636,6.699999999999999e-06,5.0,0.0
2636.363636363636,6.799999999999999e-06,5.0,0.0
2636.363636363636,6.899999999999999e-06,5.0,0.0
2636.363636363636,7e-06,5.0,0.0
2636.363636363636,7.1e-06,5.0,0.0
2636.363636363636,7.2e-06,5.0,0.0
2636.363636363636,7.2999999999999996e-06,5.0,0.0
2636.363636363636,7.3999999999999995e-06,5.0,0.0
2636.363636363636,7.499999999999999e-06,5.0,0.0
2636.363636363636,7.599999999999999e-06,5.0,0.0
2636.363636363636,7.7e-06,5.0,0.0
2636.363636363636,7.8e-06,5.0,0.0
2636.363636363636,7.9e-06,5.0,0.0
2636.363636363636,8e-06,5.0,0.0
2636.363636363636,8.1e-06,5.0,0.0
2636.363636363636,8.200000000000001e-06,5.0,0.0
2636.363636363636,8.3e-06,5.0,0.0
2636.363636363636,8.400000000000001e-06,5.0,0.0
2636.363636363636,8.5e-06,5.0,0.0
2636.363636363636,8.6e-06,5.0,0.0
2636.363636363636,8.7e-06,5.0,0.0
2636.363636363636,8.8e-06,5.0,0.0
2636.363636363636,8.900000000000001e-06,5.0,0.0
2636.363636363636,9e-06,5.0,0.0
2636.363636363636,9.100000000000001e-06,5.0,0.0
2636.363636363636,9.2e-06,5.0,0.0
2636.363636363636,9.3e-06,5.0,0.0
2636.363636363636,9.4e-06,5.0,0.0
2636.363636363636,9.5e-06,5.0,0.0
2636.363636363636,9.6e-06,5.0,0.0
2636.363636363636,9.7e-06,5.0,0.0
2636.363636363636,9.800000000000001e-06,5.0,0.0
2636.363636363636,9.9e-06,5.0,0.0
2636.363636363636,1e-05,5.0,0.0
2727.272727272727,1e-07,5.0,0.0
2727.272727272727,2e-07,5.0,0.0
2727.272727272727,3e-07,5.0,0.0
2727.272727272727,4e-07,5.0,0.0
2727.272727272727,5e-07,5.0,0.0
2727.272727272727,6e-07,5.0,0.0
2727.272727272727,7e-07,5.0,0.0
2727.272727272727,8e-07,5.0,0.0
2727.272727272727,9e-07,5.0,0.0
2727.272727272727,1e-06,5.0,0.0
2727.272727272727,1.1e-06,5.0,0.0
2727.272727272727,1.2e-06,5.0,0.0
2727.272727272727,1.2999999999999998e-06,5.0,0.0
2727.272727272727,1.3999999999999997e-06,5.0,0.0
2727.272727272727,1.5e-06,5.0,0.0
2727.272727272727,1.6e-06,5.0,0.0
2727.272727272727,1.6999999999999998e-06,5.0,0.0
2727.272727272727,1.7999999999999997e-06,5.0,0.0
2727.272727272727,1.9e-06,5.0,0.0
2727.272727272727,2e-06,5.0,0.0
2727.272727272727,2.1e-06,5.0,0.0
2727.272727272727,2.1999999999999997e-06,5.0,0.0
2727.272727272727,2.3e-06,5.0,0.0
2727.272727272727,2.4e-06,5.0,0.0
2727.272727272727,2.4999999999999998e-06,5.0,0.0
2727.272727272727,2.5999999999999997e-06,5.0,0.0
2727.272727272727,2.6999999999999996e-06,5.0,0.0
2727.272727272727,2.8e-06,5.0,0.0
2727.272727272727,2.8999999999999998e-06,5.0,0.0
2727.272727272727,2.9999999999999997e-06,5.0,0.0
2727.272727272727,3.1e-06,5.0,0.0
2727.272727272727,3.2e-06,5.0,0.0
2727.272727272727,3.2999999999999997e-06,5.0,0.0
2727.272727272727,3.3999999999999996e-06,5.0,0.0
2727.272727272727,3.4999999999999995e-06,5.0,0.0
2727.272727272727,3.6e-06,5.0,0.0
2727.272727272727,3.6999999999999997e-06,5.0,0.0
2727.272727272727,3.7999999999999996e-06,5.0,0.0
2727.272727272727,3.9e-06,5.0,0.0
2727.272727272727,4e-06,5.0,0.0
2727.272727272727,4.1e-06,5.0,0.0
2727.272727272727,4.2e-06,5.0,0.0
2727.272727272727,4.2999999999999995e-06,5.0,0.0
2727.272727272727,4.399999999999999e-06,5.0,0.0
2727.272727272727,4.5e-06,5.0,0.0
2727.272727272727,4.6e-06,5.0,0.0
2727.272727272727,4.7e-06,5.0,0.0
2727.272727272727,4.8e-06,5.0,0.0
2727.272727272727,4.9e-06,5.0,0.0
2727.272727272727,4.9999999999999996e-06,5.0,0.0
2727.272727272727,5.0999999999999995e-06,5.0,0.0
2727.272727272727,5.199999999999999e-06,5.0,0.0
2727.272727272727,5.299999999999999e-06,5.0,0.0
2727.272727272727,5.4e-06,5.0,0.0
2727.272727272727,5.5e-06,5.0,0.0
2727.272727272727,5.6e-06,5.0,0.0
2727.272727272727,5.7e-06,5.0,0.0
2727.272727272727,5.7999999999999995e-06,5.0,0.0
2727.272727272727,5.899999999999999e-06,5.0,0.0
2727.272727272727,5.999999999999999e-06,5.0,0.0
2727.272727272727,6.1e-06,5.0,0.0
2727.272727272727,6.2e-06,5.0,0.0
2727.272727272727,6.3e-06,5.0,0.0
2727.272727272727,6.4e-06,5.0,0.0
2727.272727272727,6.5e-06,5.0,0.0
2727.272727272727,6.5999999999999995e-06,5.0,0.0
2727.272727272727,6.699999999999999e-06,5.0,0.0
2727.272727272727,6.799999999999999e-06,5.0,0.0
2727.272727272727,6.899999999999999e-06,5.0,0.0
2727.272727272727,7e-06,5.0,0.0
2727.272727272727,7.1e-06,5.0,0.0
2727.272727272727,7.2e-06,5.0,0.0
2727.272727272727,7.2999999999999996e-06,5.0,0.0
2727.272727272727,7.3999999999999995e-06,5.0,0.0
2727.272727272727,7.499999999999999e-06,5.0,0.0
2727.272727272727,7.599999999999999e-06,5.0,0.0
2727.272727272727,7.7e-06,5.0,0.0
2727.272727272727,7.8e-06,5.0,0.0
2727.272727272727,7.9e-06,5.0,0.0
2727.272727272727,8e-06,5.0,0.0
2727.272727272727,8.1e-06,5.0,0.0
2727.272727272727,8.200000000000001e-06,5.0,0.0
2727.272727272727,8.3e-06,5.0,0.0
2727.272727272727,8.400000000000001e-06,5.0,0.0
2727.272727272727,8.5e-06,5.0,0.0
2727.272727272727,8.6e-06,5.0,0.0
2727.272727272727,8.7e-06,5.0,0.0
2727.272727272727,8.8e-06,5.0,0.0
2727.272727272727,8.900000000000001e-06,5.0,0.0
2727.272727272727,9e-06,5.0,0.0
2727.272727272727,9.100000000000001e-06,5.0,0.0
2727.272727272727,9.2e-06,5.0,0.0
2727.272727272727,9.3e-06,5.0,0.0
2727.272727272727,9.4e-06,5.0,0.0
2727.272727272727,9.5e-06,5.0,0.0
2727.272727272727,9.6e-06,5.0,0.0
2727.272727272727,9.7e-06,5.0,0.0
2727.272727272727,9.800000000000001e-06,5.0,0.0
2727.272727272727,9.9e-06,5.0,0.0
2727.272727272727,1e-05,5.0,0.0
2818.181818181818,1e-07,5.0,0.0
2818.181818181818,2e-07,5.0,0.0
2818.181818181818,3e-07,5.0,0.0
2818.181818181818,4e-07,5.0,0.0
2818.181818181818,5e-07,5.0,0.0
2818.181818181818,6e-07,5.0,0.0
2818.181818181818,7e-07,5.0,0.0
2818.181818181818,8e-07,5.0,0.0
2818.181818181818,9e-07,5.0,0.0
2818.181818181818,1e-06,5.0,0.0
2818.181818181818,1.1e-06,5.0,0.0
2818.181818181818,1.2e-06,5.0,0.0
2818.181818181818,1.2999999999999998e-06,5.0,0.0
2818.181818181818,1.3999999999999997e-06,5.0,0.0
2818.181818181818,1.5e-06,5.0,0.0
2818.181818181818,1.6e-06,5.0,0.0
2818.181818181818,1.6999999999999998e-06,5.0,0.0
2818.181818181818,1.7999999999999997e-06,5.0,0.0
2818.181818181818,1.9e-06,5.0,0.0
2818.181818181818,2e-06,5.0,0.0
2818.181818181818,2.1e-06,5.0,0.0
2818.181818181818,2.1999999999999997e-06,5.0,0.0
2818.181818181818,2.3e-06,5.0,0.0
2818.181818181818,2.4e-06,5.0,0.0
2818.181818181818,2.4999999999999998e-06,5.0,0.0
2818.181818181818,2.5999999999999997e-06,5.0,0.0
2818.181818181818,2.6999999999999996e-06,5.0,0.0
2818.181818181818,2.8e-06,5.0,0.0
2818.181818181818,2.8999999999999998e-06,5.0,0.0
2818.181818181818,2.9999999999999997e-06,5.0,0.0
2818.181818181818,3.1e-06,5.0,0.0
2818.181818181818,3.2e-06,5.0,0.0
2818.181818181818,3.2999999999999997e-06,5.0,0.0
2818.181818181818,3.3999999999999996e-06,5.0,0.0
2818.181818181818,3.4999999999999995e-06,5.0,0.0
2818.181818181818,3.6e-06,5.0,0.0
2818.181818181818,3.6999999999999997e-06,5.0,0.0
2818.181818181818,3.7999999999999996e-06,5.0,0.0
2818.181818181818,3.9e-06,5.0,0.0
2818.181818181818,4e-06,5.0,0.0
2818.181818181818,4.1e-06,5.0,0.0
2818.181818181818,4.2e-06,5.0,0.0
2818.181818181818,4.2999999999999995e-06,5.0,0.0
2818.181818181818,4.399999999999999e-06,5.0,0.0
2818.181818181818,4.5e-06,5.0,0.0
2818.181818181818,4.6e-06,5.0,0.0
2818.181818181818,4.7e-06,5.0,0.0
2818.181818181818,4.8e-06,5.0,0.0
2818.181818181818,4.9e-06,5.0,0.0
2818.181818181818,4.9999999999999996e-06,5.0,0.0
2818.181818181818,5.0999999999999995e-06,5.0,0.0
2818.181818181818,5.199999999999999e-06,5.0,0.0
2818.181818181818,5.299999999999999e-06,5.0,0.0
2818.181818181818,5.4e-06,5.0,0.0
2818.181818181818,5.5e-06,5.0,0.0
2818.181818181818,5.6e-06,5.0,0.0
2818.181818181818,5.7e-06,5.0,0.0
2818.181818181818,5.7999999999999995e-06,5.0,0.0
2818.181818181818,5.899999999999999e-06,5.0,0.0
2818.181818181818,5.999999999999999e-06,5.0,0.0
2818.181818181818,6.1e-06,5.0,0.0
2818.181818181818,6.2e-06,5.0,0.0
2818.181818181818,6.3e-06,5.0,0.0
2818.181818181818,6.4e-06,5.0,0.0
2818.181818181818,6.5e-06,5.0,0.0
2818.181818181818,6.5999999999999995e-06,5.0,0.0
2818.181818181818,6.699999999999999e-06,5.0,0.0
2818.181818181818,6.799999999999999e-06,5.0,0.0
2818.181818181818,6.899999999999999e-06,5.0,0.0
2818.181818181818,7e-06,5.0,0.0
2818.181818181818,7.1e-06,5.0,0.0
2818.181818181818,7.2e-06,5.0,0.0
2818.181818181818,7.2999999999999996e-06,5.0,0.0
2818.181818181818,7.3999999999999995e-06,5.0,0.0
2818.181818181818,7.499999999999999e-06,5.0,0.0
2818.181818181818,7.599999999999999e-06,5.0,0.0
2818.181818181818,7.7e-06,5.0,0.0
2818.181818181818,7.8e-06,5.0,0.0
2818.181818181818,7.9e-06,5.0,0.0
2818.181818181818,8e-06,5.0,0.0
2818.181818181818,8.1e-06,5.0,0.0
